ID,Year,Host,strain name
EPI2872603,2023,Galliformes,A/Chicken/Argentina/559-8/2023
EPI1866457,2020,Galliformes,A/chicken/Senegal/21VIR1084-4/2021
EPI3418602,2024,Artiodactyla,A/dairy cow/Minnesota/24_017652-017/2024
EPI2703197,2022,Aves,A/Snowy Owl/New York/USDA-008969-001/2022
EPI2703193,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-009478-012/2022
EPI2703192,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-008383-001/2022
EPI2071872,2021,Accipitriformes,A/sparrowhawk/England/245233/2021
EPI1922965,2021,Anseriformes,A/duck/Saratov/29-08V/2021
MW961492,2021,Galliformes,A/chicken/Nigeria/VRD21-98_21VIR2288-6/2021
EPI1962113,2021,Aves,A/owl/Italy/21VIR11899-1/2021
EPI2665307,2023,Aves,A/Black-headed Gull/Netherlands/112/2023
EPI1866449,2020,Galliformes,A/chicken/Senegal/21VIR1084-3/2021
EPI2102506,2022,Aves,A/Anser_anser/Spain/750-4_22VIR6312-2/2022
EPI2071864,2021,Accipitriformes,A/common_buzzard/England/075831/2021
EPI3320877,2023,Aves,A/Duck/QC/FAV-0056-1/2023
EPI1922957,2021,Galliformes,A/chicken/Saratov/29-07V/2021
MW961484,2021,Galliformes,A/chicken/Nigeria/VRD21-88_21VIR2288-8/2021
EPI1928255,2021,Galliformes,A/common pheasant /Sweden/SVA211104SZ0320/FB004417/M-2021
EPI2641360,2023,Animal,A/red fox/Finland/554-23/2023
EPI1962105,2021,Aves,A/heron/Italy/21VIR10998-1/2021
EPI3306593,2022,Aves,A/Great_Horned_Owl/AB/FAV-0833-8/2022
EPI2071856,2021,Anseriformes,A/domestic_duck/England/074574/2021
EPI3320869,2023,Aves,A/Duck/QC/FAV-0055-4/2023
EPI1922949,2021,Galliformes,A/chicken/Saratov/29-06V/2021
EPI3320861,2023,Aves,A/Duck/QC/FAV-0055-2/2023
MW961476,2021,Galliformes,A/chicken/Nigeria/VRD21-53B_21VIR2288-5/2021
EPI1922941,2021,Anseriformes,A/duck/Saratov/29-04V/2021
EPI1928247,2021,Anseriformes,A/greylag goose /Sweden/SVA211103SZ0398/FB004410/M-2021
EPI2141277,2021,Galliformes,A/turkey/Italy/21VIR11509/2021
EPI3182958,2024,Aves,A/buzzard/Poland/MB103-N/2024(H5N1)
EPI3306585,2022,Aves,A/Common_Raven/PE/FAV-0593-1/2022
EPI3314194,2022,Aves,A/Snow_Goose/QC/FAV-1628-29/2022
EPI3182951,2024,Aves,A/buzzard/Poland/MB098-N/2024(H5N1)
EPI2703168,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-008383-004/2022
EPI2071848,2021,Accipitriformes,A/common_buzzard/England/245061/2021
EPI2071840,2021,Galliformes,A/chicken/England/072926/2021
MW961468,2021,Galliformes,A/chicken/Nigeria/VRD21-37_21VIR2288-2/2021
EPI1928239,2021,Anseriformes,A/barnacle goose/Sweden/SVA211102SZ0402/FB004395/M-2021
EPI3071324,2024,Anseriformes,A/Cygnus cygnus/Karakol lake/01/2024
EPI2641344,2023,Animal,A/arctic fox/Finland/559-23/2023
EPI2780151,2023,Carnivora,A/feline/South Korea/SNU-01/2023
EPI3584195,2024,Artiodactyla,A/dairy cow/Minnesota/24_018976-004/2024
MW961460,2021,Galliformes,A/chicken/Nigeria/VRD21-109_21VIR2370-425/2021
EPI3607224,2024,Aves,A/wild goose/Germany-NW/2024AI02730/2024
EPI3314186,2022,Aves,A/Snow_Goose/QC/FAV-1628-16/2022
EPI3182944,2024,Anseriformes,A/mute_swan/Poland/MB085-N/2024(H5N1)
EPI3017891,2024,Galliformes,A/chicken/Czech_Republic/1256-3/2024
EPI2260494,2022,Aves,A/turkey/South Dakota/22-037527-001/2022
EPI3320845,2023,mammals,A/Striped_Skunk/AB/FAV-0085-1/2023
EPI1922925,2021,Anseriformes,A/duck/Saratov/29-02V/2021
MW961452,2021,Galliformes,A/chicken/Nigeria/VRD21-102_21VIR2370-424/2021
EPI3182937,2024,Galliformes,A/chicken/Poland/H79-T2/2024(H5N1)
EPI3306569,2022,Aves,A/American_Crow/SK/FAV-0802-63/2022
EPI3314178,2022,Aves,A/Snow_Goose/QC/FAV-1628-15/2022
EPI2707505,2022,Accipitriformes,A/Bald Eagle/Minnesota/USDA-010715-001/2022
EPI2141251,2021,Galliformes,A/turkey/Italy/21VIR11396-1/2021
EPI2260486,2022,Aves,A/chicken/Missouri/22-037522-001/2022
EPI2703148,2022,Aves,A/Snowy Owl/Wisconsin/USDA-010236-001/2022
EPI3314170,2022,Aves,A/Snow_Goose/QC/FAV-1628-13/2022
EPI2703144,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-009478-001/2022
EPI2071824,2021,Galliformes,A/chicken/England/072378/2021
EPI3320837,2023,mammals,A/Striped_Skunk/PE/FAV-0060-1/2023
EPI2869876,2023,Aves,A/turkey/Minnesota/23-031508-001/2023
EPI2780133,2023,Aves,A/Brown_skua/Bird_Island/128289/2023
MW961444,2021,Galliformes,A/chicken/Nigeria/VRD21-100_21VIR2370-423/2021
PQ109487,2024,Artiodactyla,A/cattle/ID/24-016437-020-original/2024
EPI3306553,2022,Aves,A/American_Crow/SK/FAV-0802-57/2022
EPI2215020,2022,Anseriformes,A/Mute Swan/Sweden/SVA221012SZ0348/FB004113/M-2022
EPI3320829,2023,Aves,A/Herring_Gull/PE/FAV-0058-2/2023
EPI2869868,2023,Aves,A/Canada goose/Oregon/23-031492-001/2023
EPI2885086,2021,Galliformes,A/chicken/Kumamoto/21A9T/2021
EPI2780125,2023,Aves,A/Brown_skua/Bird_Island/128288/2023
EPI2869860,2023,Aves,A/Canada goose/Oregon/23-031491-001/2023
MW961436,2021,Galliformes,A/chicken/Nigeria/VRD21-035B_21VIR2288-1/2021
EPI2246192,2022,Aves,A/chicken/Pennsylvania/22-012578-004/2022
EPI3182916,2024,Galliformes,A/turkey/Poland/H75-T1/2024(H5N1)
EPI3314154,2022,Aves,A/Snow_Goose/QC/FAV-1628-11/2022
EPI257056,2008,Galliformes,A/chicken/Egypt/36-4/2008
EPI2260462,2022,Aves,A/goose/Alabama/22-038970-002/2022
EPI2703122,2022,Anseriformes,A/Tundra Swan/Wisconsin/USDA-011824-001/2022
EPI2703120,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-011578-010/2022
EPI2780117,2023,Aves,A/Brown_skua/Bird_Island/128287/2023
EPI2885070,2021,Galliformes,A/chicken/Kumamoto/21A8T/2021
MW961428,2021,Galliformes,A/chicken/Nigeria/VRD21-43_21VIR2288-4/2021
EPI1635159,2017,Galliformes,A/chicken/Bangladesh/P17002/2017
EPI1635158,2017,Galliformes,A/chicken/Bangladesh/P17001/2017
EPI3182909,2024,Anseriformes,A/domestic_duck/Poland/H69-T2/2024(H5N1)
EPI3314146,2022,Aves,A/Snow_Goose/QC/FAV-1628-10/2022
EPI3182902,2024,Galliformes,A/turkey/Poland/H68-T2/2024(H5N1)
EPI2780109,2023,Galliformes,A/chicken/Scotland/119223/2023
EPI2869844,2023,Aves,A/turkey/Minnesota/23-031477-002/2023
EPI2789398,2022,Environment,A/environment/Kagoshima/KU-G1/2022 (H5N1)
EPI2780101,2023,Galliformes,A/chicken/Scotland/119215/2023
EPI3314138,2022,Aves,A/Snow_Goose/QC/FAV-1628-9/2022
EPI2789390,2022,Environment,A/environment/Kagoshima/KU-B4/2022 (H5N1)
EPI3314130,2022,Aves,A/Snow_Goose/QC/FAV-1628-7/2022
EPI2310290,2022,Charadriiformes,A/common tern/Maine/22-025070-002/2022
EPI2869836,2023,Aves,A/turkey/Minnesota/23-031477-001/2023
EPI2885054,2021,Galliformes,A/chicken/Kumamoto/21A4C/2021
EPI2246168,2022,Aves,A/chicken/Montana/22-012540-001/2022
EPI2141208,2021,Galliformes,A/guinea_fowl/Italy/21VIR11383-1/2021
EPI2789382,2022,Environment,A/environment/Kagoshima/KU-B3/2022 (H5N1)
EPI3306513,2022,Aves,A/Pheasant/AB/FAV-0499-1/2022
EPI2310282,2022,Suliformes,A/double-crested cormorant/Massachusetts/22-022527-009/2022
EPI2869828,2023,Aves,A/Muscovy duck/Washington/23-031346-002/2023
PP802198,2022,Accipitriformes,A/bald eagle/USA/22-042131-002/2022
EPI2246152,2022,Aves,A/chicken/North Dakota/22-012538-001/2022
PQ109439,2024,Artiodactyla,A/cattle/ID/24-016437-009-original/2024
EPI2013981,2022,Aves,A/turkey/Missouri/22-007087-001/2022
EPI2885038,2021,Galliformes,A/chicken/Kumamoto/21A12T/2021
EPI2246144,2022,Aves,A/chicken/Iowa/22-012510-002/2022
EPI2291595,2022,Aves,A/northern_gannet/Spain/22VIR12774-31_3453-1/2022
EPI356667,2011,Anseriformes,A/duck/Bangladesh/D-3/2011
PP802182,1905,Accipitriformes,A/bald eagle/USA/22-035250-002/1905
EPI356666,2010,Galliformes,A/chicken/Bangladesh/BL-470/2010
EPI3033038,2024,Anseriformes,A/swan/Kazakhstan/KazNARU-S24R-2/2024
EPI3314106,2022,Aves,A/Snow_Goose/QC/FAV-1628-3/2022
EPI2310266,2022,Anseriformes,A/common eider/Massachusetts/22-022527-003/2022
EPI3614382,2024,Anseriformes,A/domestic duck/Czech Republic/14476_orig/24
EPI2869804,2023,Aves,A/turkey/Minnesota/23-031337-001/2023
EPI2885022,2021,Galliformes,A/chicken/Chiba/21A5T/2021
EPI2607404,2023,mammal,A/Ezo red fox/Hokkaido/3/2023
EPI2291587,2022,Aves,A/Ciconia_ciconia/Spain/22VIR12774-30_3394-2/2022
EPI2789358,2022,Environment,A/environment/Kagoshima/KU-6A/2022 (H5N1)
PP802174,1905,Accipitriformes,A/bald eagle/USA/22-035250-001/1905
EPI3490749,2023,Aves,A/Brown Skua/South Georgia and the South Sandwich Islands/8/2023
EPI2310258,2022,Charadriiformes_marinus,A/great black-backed gull/Massachusetts/22-022527-002/2022
EPI3490742,2023,Aves,A/Brown Skua/South Georgia and the South Sandwich Islands/16/2023
EPI2310250,2022,Charadriiformes_smithsonianus,A/herring gull/Maine/22-022526-016/2022
EPI2222198,2022,Anseriformes,A/mute swan/Croatia/126/2022 
EPI2222197,2022,Anseriformes,A/mute swan/Croatia/125/2022 
EPI2702695,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-009481-006/2022
EPI2291579,2022,Aves,A/northern_gannet/Spain/22VIR12774-29_3076-18/2022
EPI2291572,2022,Anseriformes,A/wild_goose/Spain/22VIR12774-21_3814-3/2022
EPI2789342,2022,Aves,A/hooded crane/Kagoshima/KU-212/2022 (H5N1)
EPI2013957,2022,Aves,A/chicken/Delaware/22-006945-002/2022
EPI2808018,2023,Galliformes,A/chicken/Laos/C1602/2023
EPI3490733,2023,Aves,A/Brown Skua/South Georgia and the South Sandwich Islands/24/2023
EPI3488427,2016,Anseriformes,A/Aythya fuligula/Bielersee/V0237/2016
EPI2885008,2021,Galliformes,A/chicken/Chiba/21A4T/2021
EPI2140790,2021,Galliformes,A/chicken/Italy/21VIR11074-1/2021
EPI2702683,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-010663-009/2022
PP802158,2022,Accipitriformes,A/bald eagle/USA/22-016934-004/2022
EPI2291564,2022,Aves,A/northern_gannet/Spain/22VIR12774-20_3614-2/2022
EPI2013949,2022,Aves,A/chicken/Delaware/22-006945-001/2022
EPI1998082,2021,Aves,A/peregrine_falcon/Ireland/032476_22VIR1325-3/2021
EPI2013941,2022,Aves,A/turkey/Missouri/22-006944-002/2022
EPI3488419,2016,Anseriformes,A/Aythya fuligula/Bodensee/V0254/2016
EPI2140782,2021,Galliformes,A/chicken/Italy/21VIR11072-1/2021
EPI3488411,2016,Anseriformes,A/Aythya fuligula/Neuenburgersee/V0246/2016
EPI2702671,2022,Anseriformes,A/Snow Goose/North Carolina/USDA-003496-007/2022
EPI2291557,2022,Aves,A/Egretta_garzetta/Spain/22VIR12774-19_3519-2/2022
EPI2246104,2022,Aves,A/chicken/Wisconsin/22-012376-001/2022
EPI1998074,2021,Aves,A/whooper_swan/Ireland/032444_22VIR1325-2/2021
LC633387,2021,Galliformes,A/chicken/Chiba/T49-18/2021
EPI2310226,2022,Anseriformes,A/common eider/Maine/22-022526-013/2022
EPI2072296,2022,Galliformes,A/chicken/England/034820/2022
EPI3313698,2022,Aves,A/Snow_Goose/QC/FAV-1628-24/2022
EPI3488403,2023,Aves,A/Buteo buteo/Stein am Rhein/V0231/2023
EPI3313690,2022,Aves,A/Chicken/AB/FAV-1454-8/2022
EPI2291549,2022,Aves,A/northern_gannet/Spain/22VIR12774-18_3454-2/2022
EPI2789318,2022,Aves,A/hooded crane/Kagoshima/KU-194/2022 (H5N1)
EPI2291542,2022,Aves,A/northern_gannet/Spain/22VIR12774-17_3389-5/2022
EPI2580226,2015,Aves,A/wild bird/Jiangxi/P410/2015
EPI1998066,2021,Aves,A/white-tailed_eagle/Ireland/032034_22VIR1325-23/2021
LC633379,2021,Galliformes,A/chicken/Chiba/T48-17/2021
EPI2310210,2022,Charadriiformes_marinus,A/great black-backed gull/Maine/22-022526-007/2022
EPI3313682,2022,Aves,A/Chicken/AB/FAV-1454-4/2022
PQ011659,2024,Artiodactyla,A/Cattle/Michigan/24-010231-002-original/2024
PQ011651,2024,Artiodactyla,A/Cattle/Michigan/24-010231-001-original/2024
EPI2614598,2023,Aves,A/turkey vulture/Pennsylvania/23-015073-001/2023
EPI2291534,2022,Anseriformes,A/wild_goose/Spain/22VIR12774-16_3024-6/2022
EPI2789302,2022,Aves,A/hooded crane/Kagoshima/KU-189/2022 (H5N1)
EPI2614590,2023,Aves,A/peregrine falcon/Pennsylvania/23-016471-001/2023
EPI2310202,2022,Charadriiformes,A/gull/Maine/22-022526-005/2022
EPI2140755,2021,Galliformes,A/chicken/Italy/21VIR10969-3/2021
EPI2702647,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-008734-001/2022
EPI2702646,2022,Anseriformes,A/Tundra Swan/Michigan/USDA-011517-010/2022
EPI3526260,2024,Artiodactyla,A/dairy cow/Colorado/24_022845-001/2024
EPI2710251,2022,Aves,A/American White Pelican/Iowa/USDA-011101-001/2022
EPI2291526,2022,Aves,A/seagull/Spain/22VIR12774-15_4347-15/2022
EPI2614582,2023,Aves,A/American crow/New York/23-016152-002/2023
EPI1998042,2021,Galliformes,A/broiler/Ireland/033734_22VIR1325-20/2021
EPI2140747,2021,Galliformes,A/chicken/Italy/21VIR10972-3/2021
EPI2072264,2022,Galliformes,A/chicken/Scotland/029509/2022
EPI3313666,2022,Aves,A/American_Crow/QC/FAV-1627-5/2022
EPI3649848,2024,Galliformes,A/chicken/USA/24-031666-032/2024
EPI3526253,2024,Artiodactyla,A/dairy cow/Colorado/24_022848-002/2024
EPI2702634,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-010663-012/2022
EPI2291518,2022,Carnivora,A/mink/Spain/22VIR12774-14_3869-3/2022
EPI2134073,2021,Galliformes,A/chicken/South Africa/692328/2021 (H5N1)
PP802102,2022,Accipitriformes,A/bald eagle/USA/22-015680-001/2022
EPI3637870,2024,Primates,A/Washington/UW32495/2024
EPI2614574,2023,Aves,A/Cooper's hawk/Montana/23-016105-001/2023
EPI2291510,2022,Carnivora,A/mink/Spain/22VIR12774-13_3869-2/2022
EPI1998033,2021,Aves,A/mute_swan/Ireland/032363_22VIR1325-1/2021
EPI2589485,2023,Aves,A/Eurasian magpie/Sweden/SVA230529SZ0212/FB001803/AB-2023
EPI2140738,2021,Galliformes,A/chicken/Italy/21VIR10973-4/2021
EPI2072256,2022,Anseriformes,A/domestic_duck/England/025639/2022
EPI3591273,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2241-1/2023
EPI3313658,2022,Aves,A/American_Crow/QC/FAV-1627-4/2022
EPI2146037,2021,Galliformes,A/chicken/Lesotho/352.3/2021
EPI3526247,2024,Artiodactyla,A/dairy cow/Colorado/24_022855-001/2024
EPI3313650,2022,Aves,A/Mallard/AB/FAV-1655-2/2022
EPI3526242,2024,Artiodactyla,A/dairy cow/Colorado/24_022858-001/2024
EPI2702623,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-009399-001/2022
EPI2291502,2022,Aves,A/northern_gannet/Spain/22VIR12774-1_3004-12/2022
EPI1998025,2021,Galliformes,A/turkey/Ireland/033674_22VIR1325-19/2021
EPI3625898,2024,Galliformes,A/chicken/India/240008/2024
EPI2072248,2022,Anseriformes,A/domestic_duck/England/025226/2022
EPI3625890,2024,Aves,A/crow/India/240013/2024
EPI2146029,2021,Galliformes,A/chicken/Lesotho/341.10/2021
EPI2072240,2022,Anseriformes,A/domestic_duck/Scotland/024305/2022
EPI3313642,2022,mammals,A/Raccoon/ON/FAV-1591-1/2022
EPI3526235,2024,Artiodactyla,A/dairy cow/Colorado/24_022859-001/2024
EPI2214500,2022,Aves,A/Mallard/Netherlands/26/2022
EPI2134056,2021,Galliformes,A/chicken/South Africa/21050299/2021 (H5N1)
EPI2702610,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-010663-013/2022
EPI2614558,2023,Aves,A/American raven/New York/23-015413-001/2023
EPI2245679,2022,Galliformes,A/chicken/Ecuador/02/2022
EPI3591258,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2242-1/2023
EPI2614550,2023,Aves,A/great horned owl/Colorado/23-015245-001/2023
EPI3625882,2024,Environment,A/environment/India/240005/2024
EPI2072232,2022,Galliformes,A/chicken/Scotland/024309/2022
EPI2191469,2022,Aves,A/Northern Gannet/Netherlands/5/2022
EPI3313634,2022,Aves,A/Turkey/QC/FAV-1422-4/2022
EPI3526227,2024,Artiodactyla,A/dairy cow/Colorado/24_022860-001/2024
EPI760116,2014,Carnivora,A/tiger/Yunnan/tig1404/2014
EPI2191461,2022,Aves,A/Northern Gannet/Netherlands/4/2022
EPI2134044,2021,Galliformes,A/chicken/South Africa/21050293/2021 (H5N1)
EPI1998009,2021,Galliformes,A/turkey/Ireland/035425_22VIR1325-17/2021
EPI2614542,2023,Aves,A/black vulture/Pennsylvania/23-015076-001/2023
EPI2665299,2023,Aves,A/Black-headed Gull/Netherlands/111/2023
EPI1998001,2021,Aves,A/mute_swan/Ireland/033945_22VIR1325-16/2021
EPI2665293,2023,Aves,A/Common Tern/Netherlands/19/2023
EPI3591243,2023,Charadriiformes,A/seagull/Italy/23VIR2779-1/2023
EPI2072224,2022,Anseriformes,A/mute_swan/Scotland/029919/2022
EPI3313626,2022,Aves,A/Turkey/QC/FAV-1422-3/2022
EPI3526219,2024,Artiodactyla,A/dairy cow/Colorado/24_022861-001/2024
EPI3649808,2024,Galliformes,A/turkey/USA/24-031284-015/2024
EPI2191454,2022,Aves,A/Northern Gannet/Netherlands/3/2022
EPI1962097,2021,Aves,A/seagull/Italy/21VIR11259-10/2021
EPI2614534,2023,Aves,A/bald eagle/Pennsylvania/23-015074-001/2023
EPI2788878,2022,Aves,A/hooded crane/Kagoshima/KU-89/2022 (H5N1)
EPI2589445,2023,Aves,A/Eurasian oystercatcher/Sweden/SVA230523SZ0440/FB1741/AB-2023
EPI2872574,2023,Galliformes,A/Chicken/Argentina/509-2/2023
EPI3313618,2022,Aves,A/Poultry/AB/FAV-1411-1/2022
EPI3591230,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2013-9/2023
EPI2191447,2022,Aves,A/Northern Gannet/Netherlands/2/2022
EPI3526203,2024,Artiodactyla,A/dairy cow/Colorado/24_022870-001/2024
EPI2191441,2022,Aves,A/European Herring Gull/Netherlands/16/2022
EPI2614526,2023,Aves,A/black vulture/Pennsylvania/23-015072-001/2023
PP801685,2022,Passeriformes,A/common raven/USA/22-025788-001/2022
EPI2589437,2023,Aves,A/Eurasian oystercatcher/Sweden/SVA230523SZ0440/FB1740/AB-2023
EPI1962081,2021,Aves,A/magpie/Italy/21VIR11656/2021
EPI2072208,2022,Aves,A/Red-breasted_goose/Jersey/018414/2022
EPI2072200,2022,Aves,A/Red-breasted_goose/Jersey/018413/2022
EPI2102474,2022,Galliformes,A/turkey/Spain/802-7_22VIR6312-26/2022
EPI2191433,2022,Aves,A/Common Tern/Netherlands/27/2022
EPI2614518,2023,Aves,A/American crow/Pennsylvania/23-015045-001/2023
EPI2589429,2023,Falconiformes,A/peregrine falcon/Sweden/SVA230523SZ0426/FB001739/M-2023
EPI2872558,2023,Galliformes,A/Chicken/Argentina/506-2/2023
EPI3591212,2023,Charadriiformes,A/seagull/Italy/23VIR3057-1/2023
EPI2665261,2023,Aves,A/Common Tern/Netherlands/15/2023
EPI2102466,2022,Galliformes,A/turkey/Spain/801-6_22VIR6312-25/2022
EPI2191425,2022,Aves,A/Greylag Goose/Netherlands/16/2022
EPI3364340,2023,Aves,A/turkey/Ohio/23-038540-002/2023
EPI1962065,2021,Aves,A/little_owl/Italy/21VIR11382-1/2021
EPI2614502,2023,Aves,A/bald eagle/Pennsylvania/23-015042-001/2023
EPI2872543,2023,Galliformes,A/Chicken/Argentina/501-1/2023
EPI2665253,2023,Aves,A/Black-headed Gull/Netherlands/110/2023
EPI2534301,2022,Aves,A/brown pelican/Panama/22-041124-001/2022
EPI3591200,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2013-5/2023
EPI2191417,2022,Aves,A/Greylag Goose/Netherlands/15/2022
PP737539,2024,Artiodactyla,A/bovine/Ohio/B24OSU-UW11-863/2024
EPI1958806,2021,Anseriformes,A/Muscovy duck/England/074477/2021
EPI2510369,2022,Accipitriformes,A/eagle/Virginia/W22-1222/2022
EPI1962057,2021,Galliformes,A/turkey/Italy/21VIR11803-1/2021
EPI2510361,2022,Aves,A/black vulture/North Carolina/W22-1213/2022
EPI2788838,2022,Aves,A/hooded crane/Kagoshima/KU-79/2022 (H5N1)
EPI2665245,2023,Aves,A/Sandwich Tern/Netherlands/12/2023
EPI2191409,2022,Aves,A/Greylag Goose/Netherlands/14/2022
EPI2102442,2022,Aves,A/Anser_anser/Spain/2010-3_22VIR6312-21/2022
KP307984,2014,Falconiformes,A/gyrfalcon/Washington/41088-6/2014
EPI2191401,2022,Aves,A/Eurasian Spoonbill/Netherlands/8/2022
EPI3364324,2023,Aves,A/chicken/Vermont/23-038532-002/2023
EPI1922893,2021,Galliformes,A/chicken/Tyumen/27-31V/2021
EPI1962049,2021,Galliformes,A/turkey/Italy/21VIR11053-1/2021
EPI2510353,2022,Aves,A/great-tailed grackle/Kansas/W22-1223A/2022
EPI2872527,2023,Galliformes,A/Chicken/Argentina/491-2/2023
EPI1954434,2021,Accipitriformes,A/buzzard/Germany-NI/AI04429/2021
EPI1962041,2021,Aves,A/laying_hen/Italy/21VIR11502/2021
EPI2788822,2022,Aves,A/hooded crane/Kagoshima/KU-77/2022 (H5N1)
KP307976,2014,Anseriformes_Aves,A/Northern pintail/Washington/40964/2014
EPI3364316,2023,Aves,A/chicken/Vermont/23-038532-001/2023
EPI2510345,2022,Aves,A/great-tailed grackle/Kansas/W22-1223B/2022
EPI3182895,2024,Anseriformes,A/domestic_duck/Poland/H60-T4/2024(H5N1)
EPI2872513,2023,Galliformes,A/Chicken/Argentina/485-6/2023
EPI3418514,2024,Artiodactyla,A/dairy cow/Iowa/24_017490-001/2024
EPI2102426,2022,Aves,A/Gypaetus_barbatus/Spain/1956-25_22VIR6312-19/2022
EPI2071784,2021,Galliformes,A/chicken/Scotland/070931/2021
EPI3364308,2023,Aves,A/chicken/Michigan/23-038496-001/2023
EPI3320797,2023,Aves,A/Duck/BC/FAV-0024-3/2023
EPI176007,2006,Galliformes,A/chicken/Afghanistan/902764/2006
EPI2510337,2022,Charadriiformes,A/gull/North Carolina/W1215B/2022
EPI1962025,2021,Galliformes,A/turkey/Italy/21VIR11591-8/2021
EPI2788806,2022,Aves,A/hooded crane/Kagoshima/KU-75/2022 (H5N1)
PP801623,2022,Charadriiformes,A/glaucous gull/USA/22-017953-003/2022
EPI2707450,2022,Accipitriformes,A/Bald Eagle/Minnesota/USDA-011229-001/2022
EPI2102418,2022,Aves,A/Gypaetus_barbatus/Spain/1878-9_22VIR6312-18/2022
EPI2071776,2021,Galliformes,A/chicken/England/071013/2021
EPI3596097,2024,Anseriformes,A/Duck/Greater Accra/AI-C-24-442/2024
EPI2102410,2022,Aves,A/Rhea/Spain/1950-6_22VIR6312-17/2022
EPI2510329,2022,Aves,A/double-crested cormorant/North Carolina/W22-1215C/2022
EPI2780085,2023,Galliformes,A/chicken/Scotland/115515/2023
EPI3071257,2023,Anseriformes,A/swan/Kazakhstan/RPCMV-9809/2023
EPI3320781,2023,Aves,A/Chicken/BC/FAV-0023-1/2023
EPI2141199,2021,Galliformes,A/turkey/Italy/21VIR11393-3/2021
EPI1962017,2021,Galliformes,A/turkey/Italy/21VIR11887-3/2021
EPI2510321,2022,Aves,A/brown pelican/North Carolina/W23-019/2022
EPI2089038,2022,Aves,A/pink_footed_goose/Scotland/003617/2022
EPI2089030,2022,Aves,A/Herring_Gull/England/089636/2022
EPI3320773,2023,Aves,A/Snowy_Owl/ON/FAV-0057-2/2023
EPI1922851,2021,Anseriformes,A/barnacle_goose/Denmark/17572-1.01/2021-03-01
EPI2510313,2022,Aves,A/great-tailed grackle/Kansas/W22-1223C/2022
EPI1965994,2021,White_fronted_Anseriformes,A/Anser_albifrons/Belgium/15465_0010/2021
EPI1962001,2021,Galliformes,A/chicken/Italy/21VIR10850/2021
EPI3306497,2022,Aves,A/Mixed/ON/FAV-0474-2/2022
PP801600,2022,Carnivora,A/red fox/USA/22-016300-001/2022
EPI2296314,2022,Galliformes,A/Phasianus_colchicus/Belgium/11704-0003/2022
EPI2703074,2022,Aves,A/turkey Vulture/North Dakota/USDA-013134-001/2022
EPI2089022,2022,Galliformes,A/chicken/England/085598/2022
EPI2703071,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-009478-003/2022
EPI1928148,2021,Anseriformes,A/swan/France/21P012384/2021
EPI2510305,2022,Aves,A/Cooper's hawk/Kansas/W22-1206/2022
EPI3314098,2022,Aves,A/Snow_Goose/QC/FAV-1628-2/2022
EPI3137403,2021,Galliformes,A/chicken/Central /AI-T-21-0543/2021
EPI2296306,2022,Galliformes,A/Gallus_gallus/Belgium/12485-0001/2022
EPI3306481,2022,Aves,A/Mixed/AB/FAV-0506-1/2022
EPI3314090,2022,Aves,A/Snow_Goose/QC/FAV-1628-1/2022
EPI2089014,2022,Aves,A/Common Tern/Netherlands/7/2022
EPI2071744,2021,Galliformes,A/chicken/England/070277/2021
PQ493719,2024,Primates,A/California/153/2024
PQ493718,2024,Primates,A/California/152/2024
LC626165,2021,Anseriformes_vardomesticus,A/domestic duck/Chiba/T37-1-2/2021
EPI2049857,2021,Struthioniformes,A/emu/NL/FAV-0035-12/2021
EPI2141164,2021,Galliformes,A/turkey/Italy/21VIR11387-1/2021
EPI3395435,2023,Anseriformes,A/mallard duck/Bangladesh/59383/2023
EPI2089006,2022,Aves,A/Common Tern/Netherlands/6/2022
EPI2071736,2021,Anseriformes,A/domestic_duck/England/070195/2021
EPI2869788,2023,Aves,A/turkey/South Dakota/23-031331-002/2023
EPI3320749,2022,Aves,A/Herring_Gull/NU/FAV-0900-2/2022
EPI2119275,2022,Aves,A/Caspian Gull/Netherlands/6/2022
EPI2869780,2023,Aves,A/turkey/South Dakota/23-031331-001/2023
EPI3320741,2022,Aves,A/Herring_Gull/NT/FAV-0912-22/2022
PQ493709,2024,Primates,A/California/150/2024
EPI2049849,2021,Anseriformes,A/domestic goose/NL/FAV-0035-17/2021
PQ109399,2024,Artiodactyla,A/cattle/ID/24-016437-003-original/2024
EPI3306465,2022,Aves,A/Mixed/AB/FAV-0497-2/2022
EPI2049841,2021,Galliformes,A/Fancy chicken/NL/FAV-0035/2021
EPI2071728,2021,Galliformes,A/chicken/England/069816/2021
